scope_date,scope_timezone,user_id,display_name,discord_id,discord_username,discord_global_name,is_bot,hands,vpip_pct,vpip_num,vpip_den,pfr_pct,pfr_num,pfr_den,three_bet_pct,three_bet_num,three_bet_den,four_bet_pct,four_bet_num,four_bet_den,fold_to_three_bet_pct,fold_to_three_bet_num,fold_to_three_bet_den,fold_to_four_bet_pct,fold_to_four_bet_num,fold_to_four_bet_den,cbet_flop_pct,cbet_flop_num,cbet_flop_den,cbet_turn_pct,cbet_turn_num,cbet_turn_den,cbet_river_pct,cbet_river_num,cbet_river_den,fold_to_cbet_flop_pct,fold_to_cbet_flop_num,fold_to_cbet_flop_den,fold_to_cbet_turn_pct,fold_to_cbet_turn_num,fold_to_cbet_turn_den,fold_to_cbet_river_pct,fold_to_cbet_river_num,fold_to_cbet_river_den,aggression,aggression_num,aggression_den,aggression_freq_pct,aggression_freq_num,aggression_freq_den,wtsd_pct,wtsd_num,wtsd_den,wsd_pct,wsd_num,wsd_den,wwsf_pct,wwsf_num,wwsf_den,bb_per_100,bb_per_100_num_cbb,bb_per_100_den_hands,net_cbb,showdown_cbb,non_showdown_cbb
,,d7565311-369b-443d-b602-95473d28af90,27,1195734263434326180,27_pkr,27,false,422,24.9,105,422,20.6,87,422,14.4,16,111,8.6,3,35,73.9,17,23,0,0,4,56.5,13,23,50,4,8,100,1,1,0,0,3,0,0,1,0,0,0,1.58,38,24,30.9,38,123,44.7,21,47,57.1,12,21,55.3,26,47,-81.77,-34508,422,-34508,-33364,-1144
,,69dae3bc-2e70-4da3-8ece-163c9d29c38b,ElNino,451300746382802946,el_nino20,yuya,false,1078,22.9,247,1078,18.2,196,1078,17.6,51,289,9.9,7,71,47.5,19,40,36.4,4,11,64.9,48,74,25.8,8,31,50,2,4,16.7,1,6,0,0,2,0,0,0,2.16,119,55,34.8,119,342,40.6,56,138,48.2,27,56,43.5,60,138,13.62,14677,1078,14677,38207,-23530
,,515f5c5f-5b5c-4a3f-ba3f-ef1f32da56e3,Fuku,809990241829519372,akaryu2028,Fuku,false,402,25.1,101,402,18.9,76,402,28.1,25,89,10,2,20,55.6,5,9,0,0,2,53.8,14,26,55.6,5,9,0,0,2,0,0,2,100,1,1,0,0,0,2.27,34,15,29.3,34,116,29.6,16,54,56.3,9,16,42.6,23,54,-23.38,-9397,402,-9397,-9223,-174
,,80ed0924-a443-4688-96aa-2929ea565ab3,Futa,532174437047599114,kawanamihuuta2668,Futa,false,75,26.7,20,75,21.3,16,75,8.3,2,24,0,0,7,33.3,1,3,0,0,0,33.3,2,6,50,1,2,0,0,0,0,0,1,100,1,1,0,0,0,1.50,9,6,26.5,9,34,41.7,5,12,0,0,5,25,3,12,-117.25,-8794,75,-8794,-7231,-1563
,,2f75309e-887d-4ea2-84a9-850ee94d75ac,GIL RAIM,1300408717233098805,gilraim0754,GIL RAIM,false,345,26.7,92,345,15.7,54,345,11.2,11,98,0,0,19,25,2,8,25,1,4,38.9,7,18,60,3,5,100,3,3,16.7,1,6,0,0,3,0,0,2,2.26,61,27,37.2,61,164,37.1,23,62,60.9,14,23,56.5,35,62,-25.79,-8899,345,-8899,4461,-13360
,,472fdc7c-f5ee-49fc-83b8-54e984f96a9c,Kenyu,1065080965606686841,takenouchi7551,Kenyu,false,494,27.9,138,494,16.4,81,494,13,14,108,14,6,43,26.3,5,19,0,0,2,80,24,30,38.9,7,18,66.7,2,3,12.5,2,16,16.7,1,6,50,1,2,2.26,79,35,34.3,79,230,35.1,33,94,54.5,18,33,46.8,44,94,-0.26,-126,494,-126,12960,-13086
,,0f49def2-6fc3-4b55-8f0d-1ff30efcfc89,MIU,1470054352612753408,miu02412,MIU,false,113,20.4,23,113,15,17,113,13.9,5,36,0,0,4,0,0,2,0,0,0,71.4,5,7,25,1,4,100,1,1,0,0,0,0,0,0,0,0,0,2.29,16,7,35.6,16,45,40,6,15,33.3,2,6,60,9,15,13.66,1544,113,1544,-3386,4930
,,4d81b2a2-661e-469e-aa93-f16655f79215,N_ene,523132766271832088,en2400,N_ene,false,415,44.8,186,415,39.3,163,415,30.9,38,123,24.4,11,45,65.8,25,38,30,3,10,63.8,37,58,42.9,9,21,33.3,1,3,25,2,8,33.3,1,3,0,0,1,3.07,86,28,39.4,86,218,48.9,46,94,45.7,21,46,46.8,44,94,-98.6,-40917,415,-40917,-24068,-16849
,,08bb90a7-1401-46ef-881a-d7c429576d67,Noram,1465887310146044039,noram0427,Noram,false,436,26.1,114,436,19.3,84,436,14.3,15,105,2.8,1,36,52.4,11,21,25,1,4,41.9,13,31,22.2,2,9,100,1,1,0,0,5,50,1,2,100,1,1,1.45,45,31,25.3,45,178,28.2,20,71,40,8,20,39.4,28,71,-56.76,-24747,436,-24747,-2806,-21941
,,f98b4ea4-8ea8-48a0-a0c5-3094f48e58d8,RYOTA,1082250306097774613,ryota8888,RYOTA,false,337,18.1,61,337,13.1,44,337,11.9,10,84,5.6,1,18,77.8,7,9,50,1,2,33.3,4,12,0,0,1,0,0,0,25,1,4,50,1,2,100,1,1,1.60,16,10,23.2,16,69,29,9,31,44.4,4,9,32.3,10,31,-16.53,-5572,337,-5572,497,-6069
,,c472f585-c148-4591-98cd-749841d03396,Rabbit900,1046717787759988776,yusuke05239,ゆうすけ（Rabbit900）,false,550,23.8,131,550,18.4,101,550,18.1,25,138,25.8,8,31,45,9,20,66.7,2,3,56.4,22,39,28.6,4,14,66.7,2,3,50,4,8,100,2,2,0,0,0,2.43,68,28,39.5,68,172,39.2,29,74,31,9,29,47.3,35,74,-94.31,-51871,550,-51871,-59332,7461
,,2f8cb9d9-0bd8-450a-98b7-23cfe9864aed,Ramune,368726471486996480,30_150_150,Ramune,false,645,21.1,136,645,16.3,105,645,12.4,20,161,5.9,2,34,61.9,13,21,0,0,1,50,23,46,58.3,7,12,0,0,3,0,0,5,100,2,2,0,0,0,3.39,61,18,33.2,61,184,32.1,27,84,51.9,14,27,52.4,44,84,16.31,10520,645,10520,19310,-8790
,,ecde228c-42bf-4614-9645-006950b2853a,SHINJI1223,858704896487194634,shinji1223,SHINJI1223,false,452,26.5,120,452,23.2,105,452,19.1,26,136,10.7,3,28,55.6,10,18,50,3,6,70.5,31,44,35.3,6,17,0,0,4,25,1,4,0,0,1,0,0,0,1.73,57,33,34.1,57,167,44.8,30,67,60,18,30,59.7,40,67,60.46,27326,452,27326,28992,-1666
,,f23dbb5d-bbd6-42df-bff6-974122e7e71d,Sabosuke,560713534787289088,swanaka,Sabosuke,false,562,22.4,126,562,19,107,562,14.2,19,134,18.4,7,38,67.7,21,31,100,1,1,44.8,13,29,16.7,1,6,0,0,0,0,0,3,100,1,1,0,0,0,2.33,35,15,30.2,35,116,29.4,15,51,46.7,7,15,43.1,22,51,-14.81,-8325,562,-8325,-5249,-3076
