scope_date,scope_timezone,user_id,display_name,discord_id,discord_username,discord_global_name,is_bot,hands,vpip_pct,vpip_num,vpip_den,pfr_pct,pfr_num,pfr_den,three_bet_pct,three_bet_num,three_bet_den,four_bet_pct,four_bet_num,four_bet_den,fold_to_three_bet_pct,fold_to_three_bet_num,fold_to_three_bet_den,fold_to_four_bet_pct,fold_to_four_bet_num,fold_to_four_bet_den,cbet_flop_pct,cbet_flop_num,cbet_flop_den,cbet_turn_pct,cbet_turn_num,cbet_turn_den,cbet_river_pct,cbet_river_num,cbet_river_den,fold_to_cbet_flop_pct,fold_to_cbet_flop_num,fold_to_cbet_flop_den,fold_to_cbet_turn_pct,fold_to_cbet_turn_num,fold_to_cbet_turn_den,fold_to_cbet_river_pct,fold_to_cbet_river_num,fold_to_cbet_river_den,aggression,aggression_num,aggression_den,aggression_freq_pct,aggression_freq_num,aggression_freq_den,wtsd_pct,wtsd_num,wtsd_den,wsd_pct,wsd_num,wsd_den,wwsf_pct,wwsf_num,wwsf_den,bb_per_100,bb_per_100_num_cbb,bb_per_100_den_hands,net_cbb,showdown_cbb,non_showdown_cbb
,,d7565311-369b-443d-b602-95473d28af90,27,1195734263434326180,27_pkr,27,false,422,24.9,105,422,20.6,87,422,14.4,16,111,8.6,3,35,73.9,17,23,0,0,4,56.5,13,23,50,4,8,100,1,1,0,0,3,0,0,1,0,0,0,1.58,38,24,30.9,38,123,44.7,21,47,57.1,12,21,55.3,26,47,-81.77,-34508,422,-34508,-33364,-1144
,,69dae3bc-2e70-4da3-8ece-163c9d29c38b,ElNino,451300746382802946,el_nino20,yuya,false,1352,22.5,304,1352,18,243,1352,16.7,59,354,12.9,12,93,48.1,26,54,38.5,5,13,61.3,57,93,25.7,9,35,50,2,4,25,2,8,0,0,3,100,1,1,2.17,141,65,34,141,415,40.4,69,171,44.9,31,69,42.1,72,171,-9.35,-12643,1352,-12643,17017,-29660
,,515f5c5f-5b5c-4a3f-ba3f-ef1f32da56e3,Fuku,809990241829519372,akaryu2028,Fuku,false,472,25.8,122,472,20.1,95,472,28.3,28,99,7.7,2,26,50,6,12,0,0,3,45.7,16,35,60,6,10,0,0,3,0,0,3,100,1,1,0,0,0,2.30,46,20,30.9,46,149,29.4,20,68,50,10,20,44.1,30,68,-37.48,-17691,472,-17691,-13683,-4008
,,80ed0924-a443-4688-96aa-2929ea565ab3,Futa,532174437047599114,kawanamihuuta2668,Futa,false,75,26.7,20,75,21.3,16,75,8.3,2,24,0,0,7,33.3,1,3,0,0,0,33.3,2,6,50,1,2,0,0,0,0,0,1,100,1,1,0,0,0,1.50,9,6,26.5,9,34,41.7,5,12,0,0,5,25,3,12,-117.25,-8794,75,-8794,-7231,-1563
,,2f75309e-887d-4ea2-84a9-850ee94d75ac,GIL RAIM,1300408717233098805,gilraim0754,GIL RAIM,false,677,27.2,184,677,17.1,116,677,13.2,24,182,0,0,36,16.7,3,18,40,2,5,39.5,17,43,66.7,8,12,50,3,6,26.7,4,15,42.9,3,7,0,0,2,1.91,111,58,34.6,111,321,41.1,51,124,47.1,24,51,49.2,61,124,-38.1,-25792,677,-25792,-10737,-15055
,,9bbd8030-7c46-4c7b-a13b-b0c1450ecda0,Hibari,1268142998315728991,rakuen45s,楽園(Hibari),false,180,25,45,180,21.1,38,180,15.6,7,45,16.7,2,12,20,1,5,0,0,0,62.5,10,16,57.1,4,7,50,1,2,33.3,1,3,100,1,1,0,0,0,2.00,22,11,36.1,22,61,34.6,9,26,55.6,5,9,50,13,26,-35.42,-6376,180,-6376,-6983,607
,,472fdc7c-f5ee-49fc-83b8-54e984f96a9c,Kenyu,1065080965606686841,takenouchi7551,Kenyu,false,494,27.9,138,494,16.4,81,494,13,14,108,14,6,43,26.3,5,19,0,0,2,80,24,30,38.9,7,18,66.7,2,3,12.5,2,16,16.7,1,6,50,1,2,2.26,79,35,34.3,79,230,35.1,33,94,54.5,18,33,46.8,44,94,-0.26,-126,494,-126,12960,-13086
,,0f49def2-6fc3-4b55-8f0d-1ff30efcfc89,MIU,1470054352612753408,miu02412,MIU,false,113,20.4,23,113,15,17,113,13.9,5,36,0,0,4,0,0,2,0,0,0,71.4,5,7,25,1,4,100,1,1,0,0,0,0,0,0,0,0,0,2.29,16,7,35.6,16,45,40,6,15,33.3,2,6,60,9,15,13.66,1544,113,1544,-3386,4930
,,4d81b2a2-661e-469e-aa93-f16655f79215,N_ene,523132766271832088,en2400,N_ene,false,415,44.8,186,415,39.3,163,415,30.9,38,123,24.4,11,45,65.8,25,38,30,3,10,63.8,37,58,42.9,9,21,33.3,1,3,25,2,8,33.3,1,3,0,0,1,3.07,86,28,39.4,86,218,48.9,46,94,45.7,21,46,46.8,44,94,-98.6,-40917,415,-40917,-24068,-16849
,,08bb90a7-1401-46ef-881a-d7c429576d67,Noram,1465887310146044039,noram0427,Noram,false,436,26.1,114,436,19.3,84,436,14.3,15,105,2.8,1,36,52.4,11,21,25,1,4,41.9,13,31,22.2,2,9,100,1,1,0,0,5,50,1,2,100,1,1,1.45,45,31,25.3,45,178,28.2,20,71,40,8,20,39.4,28,71,-56.76,-24747,436,-24747,-2806,-21941
,,f98b4ea4-8ea8-48a0-a0c5-3094f48e58d8,RYOTA,1082250306097774613,ryota8888,RYOTA,false,337,18.1,61,337,13.1,44,337,11.9,10,84,5.6,1,18,77.8,7,9,50,1,2,33.3,4,12,0,0,1,0,0,0,25,1,4,50,1,2,100,1,1,1.60,16,10,23.2,16,69,29,9,31,44.4,4,9,32.3,10,31,-16.53,-5572,337,-5572,497,-6069
