scope_date,scope_timezone,user_id,display_name,discord_id,discord_username,discord_global_name,is_bot,hands,vpip_pct,vpip_num,vpip_den,pfr_pct,pfr_num,pfr_den,three_bet_pct,three_bet_num,three_bet_den,four_bet_pct,four_bet_num,four_bet_den,fold_to_three_bet_pct,fold_to_three_bet_num,fold_to_three_bet_den,fold_to_four_bet_pct,fold_to_four_bet_num,fold_to_four_bet_den,cbet_flop_pct,cbet_flop_num,cbet_flop_den,cbet_turn_pct,cbet_turn_num,cbet_turn_den,cbet_river_pct,cbet_river_num,cbet_river_den,fold_to_cbet_flop_pct,fold_to_cbet_flop_num,fold_to_cbet_flop_den,fold_to_cbet_turn_pct,fold_to_cbet_turn_num,fold_to_cbet_turn_den,fold_to_cbet_river_pct,fold_to_cbet_river_num,fold_to_cbet_river_den,aggression,aggression_num,aggression_den,aggression_freq_pct,aggression_freq_num,aggression_freq_den,wtsd_pct,wtsd_num,wtsd_den,wsd_pct,wsd_num,wsd_den,wwsf_pct,wwsf_num,wwsf_den,bb_per_100,bb_per_100_num_cbb,bb_per_100_den_hands,net_cbb,showdown_cbb,non_showdown_cbb
,,d7565311-369b-443d-b602-95473d28af90,27,1195734263434326180,27_pkr,27,false,443,25.6,111,434,21.2,92,434,14.9,18,121,8.1,3,37,75,18,24,0,0,4,56.5,13,23,50,4,8,100,1,1,0,0,3,0,0,1,0,0,0,1.52,38,25,30.2,38,126,43.8,21,48,57.1,12,21,54.2,26,48,-78.46,-34756,443,-34756,-33364,-1392
,,69dae3bc-2e70-4da3-8ece-163c9d29c38b,ElNino,451300746382802946,el_nino20,yuya,false,1888,23.6,437,1852,18.8,349,1852,13.1,73,556,9.4,14,149,51.8,44,85,35.3,6,17,53.1,69,130,26.7,12,45,50,3,6,37.5,6,16,20,1,5,50,1,2,1.91,187,98,30.8,187,607,40.2,99,246,49.5,49,99,44.3,109,246,11.47,21651,1888,21651,57763,-36112
,,515f5c5f-5b5c-4a3f-ba3f-ef1f32da56e3,Fuku,809990241829519372,akaryu2028,Fuku,false,616,27.1,162,597,20.6,123,597,20.9,32,153,11.6,5,43,47.6,10,21,0,0,3,46.3,19,41,58.3,7,12,0,0,3,0,0,6,66.7,2,3,0,0,1,1.76,60,34,28.2,60,213,32.2,29,90,51.7,15,29,46.7,42,90,-16.89,-10406,616,-10406,-9206,-1200
,,80ed0924-a443-4688-96aa-2929ea565ab3,Futa,532174437047599114,kawanamihuuta2668,Futa,false,75,26.7,20,75,21.3,16,75,8.3,2,24,0,0,7,33.3,1,3,0,0,0,33.3,2,6,50,1,2,0,0,0,0,0,1,100,1,1,0,0,0,1.50,9,6,26.5,9,34,41.7,5,12,0,0,5,25,3,12,-117.25,-8794,75,-8794,-7231,-1563
,,2f75309e-887d-4ea2-84a9-850ee94d75ac,GIL RAIM,1300408717233098805,gilraim0754,GIL RAIM,false,1180,27.9,323,1156,17.3,200,1156,9.6,37,387,3.6,3,83,26.7,8,30,20,2,10,48.8,41,84,60.9,14,23,63.6,7,11,28,7,25,50,4,8,0,0,2,2.16,201,93,36.4,201,552,37.5,84,224,45.2,38,84,48.7,109,224,-37.75,-44543,1180,-44543,-27050,-17493
,,9bbd8030-7c46-4c7b-a13b-b0c1450ecda0,Hibari,1268142998315728991,rakuen45s,楽園(Hibari),false,306,25.2,76,301,21.9,66,301,10.1,9,89,25,6,24,27.3,3,11,100,1,1,56,14,25,50,4,8,50,1,2,50,2,4,100,1,1,0,0,0,2.29,32,14,35.2,32,91,33.3,13,39,61.5,8,13,56.4,22,39,31.22,9554,306,9554,6514,3040
,,472fdc7c-f5ee-49fc-83b8-54e984f96a9c,Kenyu,1065080965606686841,takenouchi7551,Kenyu,false,838,30.6,251,820,19,156,820,12.9,32,249,10.5,8,76,36.4,12,33,50,3,6,72.9,43,59,45.5,15,33,71.4,5,7,12.5,3,24,10,1,10,40,2,5,1.74,134,77,31.2,134,430,40.7,68,167,50,34,68,47.3,79,167,-21.65,-18146,838,-18146,-4836,-13310
,,ff6ea978-62a5-4c3f-8de8-0e32f3e0ed14,Kuni,1193339497748910202,apollonia0708,Kuni,false,338,34,110,324,17.6,57,324,7.1,9,127,2.9,1,34,23.1,3,13,66.7,2,3,84.2,16,19,46.2,6,13,33.3,1,3,25,2,8,33.3,1,3,0,0,1,1.08,57,53,24.5,57,233,39.5,32,81,59.4,19,32,55.6,45,81,110.25,37264,338,37264,30415,6849
,,0f49def2-6fc3-4b55-8f0d-1ff30efcfc89,MIU,1470054352612753408,miu02412,MIU,false,113,20.9,23,110,15.5,17,110,13.9,5,36,0,0,4,0,0,2,0,0,0,71.4,5,7,25,1,4,100,1,1,0,0,0,0,0,0,0,0,0,2.29,16,7,35.6,16,45,40,6,15,33.3,2,6,60,9,15,13.66,1544,113,1544,-3386,4930
,,4d81b2a2-661e-469e-aa93-f16655f79215,N_ene,523132766271832088,en2400,N_ene,false,418,45.8,187,408,40,163,408,30.6,38,124,24.4,11,45,65.8,25,38,30,3,10,63.8,37,58,42.9,9,21,33.3,1,3,25,2,8,33.3,1,3,0,0,1,2.87,86,30,38.6,86,223,49.5,47,95,46.8,22,47,47.4,45,95,-95.08,-39744,418,-39744,-22895,-16849
,,08bb90a7-1401-46ef-881a-d7c429576d67,Noram,1465887310146044039,noram0427,Noram,false,436,26.6,114,428,19.6,84,428,14.3,15,105,2.8,1,36,52.4,11,21,25,1,4,41.9,13,31,22.2,2,9,100,1,1,0,0,5,50,1,2,100,1,1,1.45,45,31,25.3,45,178,28.2,20,71,40,8,20,39.4,28,71,-56.76,-24747,436,-24747,-2806,-21941
,,f98b4ea4-8ea8-48a0-a0c5-3094f48e58d8,RYOTA,1082250306097774613,ryota8888,RYOTA,false,337,18.5,61,330,13.3,44,330,11.9,10,84,5.6,1,18,77.8,7,9,50,1,2,33.3,4,12,0,0,1,0,0,0,25,1,4,50,1,2,100,1,1,1.60,16,10,23.2,16,69,29,9,31,44.4,4,9,32.3,10,31,-16.53,-5572,337,-5572,497,-6069
,,c472f585-c148-4591-98cd-749841d03396,Rabbit900,1046717787759988776,yusuke05239,ゆうすけ（Rabbit900）,false,550,24.2,131,542,18.6,101,542,18.1,25,138,25.8,8,31,45,9,20,66.7,2,3,56.4,22,39,28.6,4,14,66.7,2,3,50,4,8,100,2,2,0,0,0,2.43,68,28,39.5,68,172,39.2,29,74,31,9,29,47.3,35,74,-94.31,-51871,550,-51871,-59332,7461
,,2f8cb9d9-0bd8-450a-98b7-23cfe9864aed,Ramune,368726471486996480,30_150_150,Ramune,false,656,21.7,138,637,16.6,106,637,12.1,20,165,5.9,2,34,61.9,13,21,0,0,1,51.1,24,47,58.3,7,12,0,0,3,0,0,5,100,2,2,0,0,0,3.50,63,18,33.7,63,187,31.4,27,86,51.9,14,27,51.2,44,86,13.68,8975,656,8975,19310,-10335
,,3f54ee51-69b1-4678-8ba5-516769dc6286,SEIHO,1477976976898658461,seiho.t,SEIHO,false,203,25.8,50,194,20.6,40,194,9.3,7,75,0,0,16,62.5,5,8,33.3,1,3,81.8,9,11,42.9,3,7,100,1,1,0,0,1,0,0,0,0,0,0,3.13,25,8,39.7,25,63,37.5,9,24,44.4,4,9,54.2,13,24,-100.72,-20447,203,-20447,-16859,-3588
,,ecde228c-42bf-4614-9645-006950b2853a,SHINJI1223,858704896487194634,shinji1223,SHINJI1223,false,567,28,156,558,24,134,558,18.3,32,175,21.7,10,46,46.2,12,26,57.1,4,7,73.2,41,56,39.1,9,23,0,0,5,20,1,5,0,0,1,0,0,0,2.22,82,37,37.4,82,219,47.2,42,89,52.4,22,42,60.7,54,89,4.53,2568,567,2568,-817,3385
,,f23dbb5d-bbd6-42df-bff6-974122e7e71d,Sabosuke,560713534787289088,swanaka,Sabosuke,false,562,22.7,126,554,19.3,107,554,14.2,19,134,18.4,7,38,67.7,21,31,100,1,1,44.8,13,29,16.7,1,6,0,0,0,0,0,3,100,1,1,0,0,0,2.33,35,15,30.2,35,116,29.4,15,51,46.7,7,15,43.1,22,51,-14.81,-8325,562,-8325,-5249,-3076
,,dc6da8ae-2813-4d48-87c7-b7fa103edeb3,Shingo2,1251514595114356777,kmauma,Shingo2,false,278,29.1,80,275,20.4,56,275,13.8,16,116,3.6,1,28,58.3,7,12,40,2,5,40.9,9,22,57.1,4,7,0,0,1,50,1,2,0,0,1,100,1,1,1.52,38,25,27,38,141,38.5,20,52,50,10,20,48.1,25,52,-41.09,-11424,278,-11424,-4284,-7140
,,ef2ad93c-6fec-44fa-af2d-ad15c5599445,TNT,613721174131605520,__tnt__,TNT,false,1715,39.2,653,1667,30.6,510,1667,26,156,601,9.5,14,148,38,35,92,63.6,28,44,66.3,122,184,39.7,31,78,42.1,8,19,40,12,30,25,2,8,25,1,4,2.33,286,123,30.7,286,932,43.9,169,385,51.5,87,169,44.7,172,385,-45.5,-78032,1715,-78032,-33485,-44547
,,04da5f0e-a9a5-4c41-834a-bfeca9c19a80,Takatobi,338687582844092416,doyaface,doyaface,false,506,23.5,117,497,19.9,99,497,15.8,21,133,8.3,3,36,72.7,16,22,50,1,2,52.6,20,38,46.2,6,13,50,1,2,0,0,1,0,0,0,0,0,0,1.27,38,30,23.9,38,159,45,27,60,51.9,14,27,45,27,60,7.29,3689,506,3689,5010,-1321
,,61cfb52f-9c6d-4c0b-a518-2e09975ee7b7,alfort,1216716712356085770,alfort0416,alfort,false,257,25.1,63,251,20.3,51,251,19.2,15,78,21.1,4,19,22.2,2,9,50,1,2,59.1,13,22,25,1,4,0,0,1,25,1,4,0,0,1,0,0,0,3.08,37,12,38.1,37,97,47.5,19,40,52.6,10,19,60,24,40,-50.23,-12909,257,-12909,-19659,6750
,,37112653-6b38-404b-9e45-da13caf614b1,arash!,1077989900768522360,arashi.aa,arash!,false,1365,27.8,370,1331,21.4,285,1331,9.2,41,446,16.5,22,133,64.5,49,76,42.9,3,7,55.6,55,99,45.9,17,37,77.8,7,9,47.4,9,19,20,1,5,50,1,2,1.79,138,77,28.7,138,481,40.8,80,196,46.3,37,80,45.9,90,196,-13.51,-18441,1365,-18441,-6792,-11649
,,5f3818e5-f4e0-44a5-b14f-76d6d270c526,driven,,,,false,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,1,-100,0,-100
,,fb264447-b201-4c85-98e5-35fa4d71eb3b,hinano,503052617820405762,guretohanta9006,hinano,false,525,30.2,154,510,23.3,119,510,21,33,157,4.9,2,41,70.6,24,34,83.3,5,6,69,29,42,31.6,6,19,75,3,4,33.3,4,12,0,0,3,0,0,0,3.07,86,28,40.6,86,212,37.9,33,87,60.6,20,33,52.9,46,87,37.03,19442,525,19442,17143,2299
,,5c5ab738-0853-445d-8cfa-e5489e42a203,jin,1477583390529159210,katatsuyo,jin,false,627,31.9,197,618,23.9,148,618,20.2,34,168,11.9,8,67,22,9,41,33.3,3,9,64.9,24,37,58.3,7,12,50,3,6,23.1,3,13,0,0,3,100,1,1,2.24,121,54,41.2,121,294,40,46,115,41.3,19,46,53.9,62,115,-2.06,-1292,627,-1292,-16443,15151
,,022c0910-bc71-47f0-a45f-98058d912336,konasho,829862383589654548,konasho,konasho,false,1593,22.1,345,1561,17.7,276,1561,10.3,62,600,12.2,15,123,74.3,55,74,88.9,8,9,58,51,88,59.1,13,22,37.5,3,8,55.6,5,9,100,1,1,0,0,0,2.27,109,48,29.4,109,371,30.3,50,165,46,23,50,43,71,165,-20.89,-33282,1593,-33282,-17212,-16070
,,32981e68-f5c1-466b-9a80-87611249450b,konishi,813348355253862430,konishi0205,konishi,false,600,20.4,119,584,15.4,90,584,12,19,158,15.4,4,26,41.2,7,17,50,2,4,62.1,18,29,30,3,10,0,0,1,28.6,2,7,0,0,3,0,0,3,1.38,47,34,28,47,168,48.5,32,66,37.5,12,32,50,33,66,-73.56,-44136,600,-44136,-38402,-5734
,,f04f997f-a921-42b1-bd33-9fec9c2173f4,mo’,880058676948385862,gichimeeeen,mo’,false,1336,26.4,344,1302,21.5,280,1302,14.2,66,464,13.7,14,102,64.9,37,57,100,9,9,43.7,45,103,60.9,14,23,22.2,2,9,27.3,3,11,100,2,2,0,0,0,2.44,139,57,33.3,139,418,30.9,55,178,36.4,20,55,48.3,86,178,-1.72,-2296,1336,-2296,-10006,7710
,,1f9da202-c58b-4055-adce-3f6d42be3f7c,okbokujo,1168372102139740284,kaaki158,okbokujo,false,396,30.3,116,383,19.3,74,383,10.1,17,168,15.6,5,32,50,6,12,100,1,1,54.2,13,24,37.5,3,8,50,1,2,20,1,5,0,0,0,0,0,0,2.57,59,23,37.1,59,159,29.4,20,68,60,12,20,52.9,36,68,78.36,31032,396,31032,25722,5310
